"Bermudian Springs School District","3","1603","50","50"
"1585","NeedGoogleMapsAPIKey","40.0145274","-77.2027803","1"
"1586","NeedGoogleMapsAPIKey","40.0195308","-77.2138304","1"
"1587","NeedGoogleMapsAPIKey","40.0169069","-77.2024757","1"
"1588","NeedGoogleMapsAPIKey","40.0154517","-77.2067995","1"
"1589","NeedGoogleMapsAPIKey","40.022771","-77.2137187","1"
"1590","NeedGoogleMapsAPIKey","40.0219195","-77.2019597","1"
"1591","NeedGoogleMapsAPIKey","40.0141599","-77.2024479","1"
"1592","NeedGoogleMapsAPIKey","40.0156692","-77.2128127","1"
"1593","NeedGoogleMapsAPIKey","40.0142583","-77.1980745","1"
"1594","NeedGoogleMapsAPIKey","40.0233203","-77.2018979","1"
"1595","NeedGoogleMapsAPIKey","40.0227264","-77.1886485","1"
"1596","NeedGoogleMapsAPIKey","40.0175572","-77.2148743","1"
"1597","NeedGoogleMapsAPIKey","40.0176024","-77.2029588","1"
"1598","NeedGoogleMapsAPIKey","40.0183588","-77.1915123","1"
"1599","NeedGoogleMapsAPIKey","40.0172692","-77.201695","1"
"1600","NeedGoogleMapsAPIKey","40.018275","-77.2158445","1"
"1601","NeedGoogleMapsAPIKey","40.017543","-77.2024005","1"
"1602","NeedGoogleMapsAPIKey","40.0216168","-77.202425","1"
"1603","NeedGoogleMapsAPIKey","40.0190606","-77.2137894","1"
"1","Bermudian Springs El Sch","39.97999","-77.08449"
"2","Bermudian Springs HS","39.97999","-77.08449"
"3","Bermudian Springs MS","39.97999","-77.08449"
